profile_id,immediate_available_capital_10k_krw,max_self_investment_10k_krw,operating_reserve_10k_krw,funding_self_savings_flag,self_savings_amount_10k_krw,funding_family_flag,family_funding_amount_10k_krw,funding_investor_flag,investor_funding_amount_10k_krw,funding_loan_flag,loan_status,desired_loan_amount_10k_krw,expected_interest_rate_pct,loan_term_months,repayment_method,current_debt_total_10k_krw,current_monthly_debt_payment_10k_krw,minimum_monthly_living_cost_10k_krw,post_startup_household_monthly_after_tax_income_10k_krw,planned_expense_1_purpose,planned_expense_1_amount_10k_krw,planned_expense_1_timing_months,planned_expense_2_purpose,planned_expense_2_amount_10k_krw,planned_expense_2_timing_months,current_franchise_store_count,existing_store_monthly_net_profit_10k_krw,new_store_planned_operation_months,target_monthly_after_tax_income_10k_krw,target_payback_years,actual_startup_timing_months,preferred_industry_count,preferred_industry_1,preferred_industry_2,preferred_industry_3
USR03501,3800,3100,700,1,3800,1,4100,0,0,1,검토 중,10900,4.69,24,원금균등상환,0,0,210,880,기타,2200,24,없음,0,0,0,0,6,1430,2,12,1,기타 외국식,,
USR03502,3900,3000,900,1,3900,0,0,0,0,1,사전 상담 완료,9000,4.53,48,원리금균등상환,22700,270,330,460,없음,0,0,없음,0,0,0,0,36,1410,6,12,1,기타 외식,,
USR03505,21900,19100,2800,1,21900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,250,850,주거 이전,6800,6,없음,0,0,0,0,24,0,2,24,1,분식,,
USR03507,1500,1100,400,1,1500,1,3800,0,0,1,검토 중,4000,6.34,48,만기일시상환,0,0,250,390,없음,0,0,없음,0,0,0,0,24,0,6,24,2,세탁,교육 (교과),
USR03513,14200,12200,2000,1,14200,0,0,0,0,1,검토 중,8200,3.85,36,원리금균등상환,0,0,260,330,의료,9800,18,없음,0,0,0,0,60,500,6.5,12,3,운송,안경,교육 (교과)
USR03518,28300,21900,6400,1,28300,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,300,430,교육,4100,36,없음,0,0,0,0,36,0,0,36,1,이미용,,
USR03521,5500,3900,1600,1,5500,1,2400,0,0,1,검토 중,14500,4.91,48,원리금균등상환,0,0,280,850,없음,0,0,없음,0,0,0,0,120,1180,6.5,6,2,일식,기타도소매,
USR06671,13500,12100,1400,1,13500,1,2500,0,0,1,검토 중,13700,3.8,12,만기일시상환,0,0,400,880,없음,0,0,없음,0,0,0,0,24,1190,2.5,36,2,기타도소매,기타 외식,
USR06676,900,700,200,1,900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,280,0,주거 이전,8500,6,없음,0,0,2,5030,24,480,4.5,12,1,임대,,
USR06678,6700,5100,1600,1,6700,0,0,0,0,1,검토 중,6300,7.7,48,만기일시상환,0,0,540,640,없음,0,0,없음,0,0,0,0,6,400,3.5,24,1,제과제빵,,
USR06679,4300,3700,600,1,4300,1,1500,0,0,1,검토 중,2700,5.24,84,원리금균등상환,0,0,530,0,없음,0,0,없음,0,0,0,0,12,820,0,6,1,주점,,
USR06680,7600,5300,2300,1,7600,0,0,0,0,1,사전 상담 완료,2100,11.46,60,원금균등상환,0,0,460,590,없음,0,0,없음,0,0,0,0,60,820,4,24,2,중식,교육 (교과),
USR06681,8400,7200,1200,1,8400,0,0,0,0,1,검토 중,6200,3.85,84,원금균등상환,10100,170,490,760,차량 구입,4300,18,없음,0,0,0,0,120,1310,2.5,12,1,치킨,,
USR06685,13000,9700,3300,1,13000,0,0,0,0,1,검토 중,8500,3.17,12,원리금균등상환,4000,50,550,640,없음,0,0,없음,0,0,0,0,24,0,5.5,3,2,피자,서양식,
USR06686,13700,11700,2000,1,13700,0,0,0,0,1,검토 중,3000,9.18,24,원금균등상환,0,0,460,550,없음,0,0,없음,0,0,0,0,12,790,5.5,24,1,한식,,
USR06689,10600,8200,2400,1,10600,1,4700,0,0,1,검토 중,14500,9.74,24,원금균등상환,25600,370,550,0,없음,0,0,없음,0,0,0,0,6,420,4.5,3,1,교육 (교과),,
USR06691,800,600,200,1,800,0,0,1,1200,1,사전 상담 완료,12200,5.02,36,원리금균등상환,0,0,530,150,의료,4600,12,없음,0,0,0,0,36,560,2,3,1,기타 교육,,
USR06692,6200,4600,1600,1,6200,1,1800,0,0,0,대출 계획 없음,0,0,0,해당 없음,1000,20,350,410,결혼,4600,36,없음,0,0,0,0,120,410,4.5,12,1,기타 서비스,,
USR06694,12200,10300,1900,1,12200,1,4400,0,0,1,사전 상담 완료,8900,3.31,12,원금균등상환,24600,410,370,540,없음,0,0,없음,0,0,0,0,12,1130,4,6,1,기타 외식,,
USR06695,8000,7000,1000,1,8000,0,0,0,0,1,검토 중,9800,5.41,120,원금균등상환,26200,750,490,180,없음,0,0,없음,0,0,0,0,60,800,4.5,12,1,기타도소매,,
USR06700,2500,2200,300,1,2500,0,0,1,7300,1,검토 중,2400,7.82,60,원리금균등상환,21900,420,180,890,주거 이전,5300,12,없음,0,0,0,0,24,1020,2,12,2,스포츠 관련,인력 파견,
USR06709,2100,1800,300,1,2100,0,0,0,0,1,검토 중,1700,10.73,36,원리금균등상환,0,0,370,0,결혼,3700,36,없음,0,0,0,0,120,660,3.5,12,1,기타도소매,,
USR06714,10900,9000,1900,1,10900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,13800,190,200,0,결혼,7600,18,없음,0,0,0,0,60,1320,5.5,6,1,임대,,
USR06716,5900,4400,1500,1,5900,0,0,1,2400,0,대출 계획 없음,0,0,0,해당 없음,18700,260,530,250,없음,0,0,없음,0,0,0,0,60,570,5,24,2,제과제빵,피자,
USR06717,1200,1000,200,1,1200,1,1900,0,0,1,사전 상담 완료,4400,6.86,24,만기일시상환,0,0,170,0,없음,0,0,없음,0,0,0,0,12,1080,4,6,1,주점,,
USR06718,29600,25600,4000,1,29600,1,4600,0,0,1,승인 완료,13900,11.75,24,만기일시상환,22400,570,520,630,의료,4600,30,주거 이전,8000,18,0,0,60,1230,6.5,24,1,중식,,
USR06719,3700,3000,700,1,3700,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,410,740,없음,0,0,없음,0,0,0,0,60,1150,1.5,6,2,치킨,PC방,
USR06723,6400,5700,700,1,6400,1,4900,0,0,1,검토 중,5700,4.02,84,원리금균등상환,0,0,160,480,교육,1600,36,없음,0,0,0,0,60,1390,1.5,12,1,피자,,
USR06724,6600,5400,1200,1,6600,1,4500,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,450,250,가족 지원,9200,36,없음,0,0,0,0,24,1190,4,12,1,한식,,
USR06727,13900,10700,3200,1,13900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,460,0,없음,0,0,없음,0,0,0,0,36,400,5.5,24,1,교육 (교과),,
USR06729,14600,12800,1800,1,14600,0,0,0,0,1,검토 중,3700,3.9,120,원금균등상환,12100,140,150,520,기타,4900,6,없음,0,0,0,0,120,1170,2,12,1,기타 교육,,
USR06730,2500,1900,600,1,2500,1,4500,0,0,0,대출 계획 없음,0,0,0,해당 없음,13200,280,470,310,없음,0,0,없음,0,0,0,0,24,560,4,24,2,기타 서비스,분식,
USR06732,25300,18500,6800,1,25300,0,0,0,0,1,검토 중,1100,4.64,60,만기일시상환,24200,270,320,340,교육,6900,36,없음,0,0,0,0,36,680,6,12,1,기타 외식,,
USR06733,10800,8600,2200,1,10800,0,0,1,5200,0,대출 계획 없음,0,0,0,해당 없음,0,0,360,0,없음,0,0,없음,0,0,0,0,120,510,5,24,1,기타도소매,,
USR06738,3600,2700,900,1,3600,0,0,0,0,1,검토 중,13000,3.82,36,원금균등상환,0,0,260,740,결혼,2000,24,주거 이전,5700,24,0,0,60,1410,2.5,36,1,스포츠 관련,,
USR06747,900,700,200,1,900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,10200,260,410,480,없음,0,0,없음,0,0,0,0,12,1320,3.5,12,1,기타도소매,,
USR06752,9300,7800,1500,1,9300,1,1700,1,4000,1,검토 중,13000,4.67,120,만기일시상환,0,0,310,520,없음,0,0,없음,0,0,0,0,36,510,2,24,2,임대,제과제빵,
USR06754,7300,6000,1300,1,7300,0,0,1,8000,1,검토 중,3200,10.7,84,만기일시상환,23500,610,590,250,없음,0,0,없음,0,0,0,0,24,940,2.5,6,1,제과제빵,,
USR06755,6300,4500,1800,1,6300,1,4300,0,0,1,검토 중,12800,4.05,48,원금균등상환,11600,290,490,280,결혼,8400,24,없음,0,0,0,0,24,1070,6,12,1,주점,,
USR06756,4600,3300,1300,1,4600,0,0,0,0,1,검토 중,13500,11.1,36,만기일시상환,5400,120,410,870,차량 구입,4500,6,없음,0,0,0,0,60,870,3,3,1,중식,,
USR06757,6800,5200,1600,1,6800,0,0,0,0,1,사전 상담 완료,9100,11.53,120,원금균등상환,0,0,490,710,없음,0,0,없음,0,0,1,2120,60,560,3.5,12,1,치킨,,
USR06761,19900,14700,5200,1,19900,1,600,0,0,1,사전 상담 완료,8100,9.45,12,만기일시상환,0,0,480,0,없음,0,0,없음,0,0,0,0,12,440,5,12,1,피자,,
USR06762,2000,1800,200,1,2000,0,0,0,0,1,검토 중,14600,9.01,48,원금균등상환,10200,180,170,480,없음,0,0,없음,0,0,0,0,36,470,7,24,1,한식,,
USR06765,9200,7100,2100,1,9200,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,15500,500,390,220,없음,0,0,없음,0,0,0,0,12,1370,5,24,3,교육 (교과),주점,임대
USR06767,600,400,200,1,600,0,0,1,4800,1,사전 상담 완료,2300,3.23,48,만기일시상환,10800,130,450,800,없음,0,0,없음,0,0,0,0,36,330,6.5,24,2,기타 교육,한식,
USR06768,5400,4100,1300,1,5400,0,0,0,0,1,검토 중,6100,4.32,84,원금균등상환,0,0,290,0,없음,0,0,없음,0,0,0,0,120,1010,1,24,2,기타 서비스,유아 관련 (교육 외),
USR06770,4000,3200,800,1,4000,1,1500,0,0,1,검토 중,3600,5.78,36,원금균등상환,0,0,170,530,교육,5300,30,없음,0,0,0,0,6,1430,1,12,2,기타 외식,패스트푸드,
USR06776,2200,1700,500,1,2200,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,420,560,출산·육아,5300,12,없음,0,0,0,0,24,1340,7,24,1,스포츠 관련,,
USR06790,10200,8200,2000,1,10200,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,10200,290,420,550,없음,0,0,없음,0,0,0,0,12,960,2,6,1,임대,,
USR06792,16000,11200,4800,1,16000,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,1900,20,300,760,차량 구입,5800,18,주거 이전,7000,12,0,0,120,300,6,12,1,제과제빵,,
USR06793,500,300,200,1,500,1,2800,0,0,1,사전 상담 완료,6800,9.31,24,원리금균등상환,0,0,240,0,없음,0,0,없음,0,0,0,0,6,380,3,12,1,주점,,
USR06794,12600,9900,2700,1,12600,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,3400,40,300,550,없음,0,0,없음,0,0,0,0,36,460,4.5,6,1,중식,,
USR06795,29100,25100,4000,1,29100,1,3600,0,0,0,대출 계획 없음,0,0,0,해당 없음,4400,60,550,540,없음,0,0,없음,0,0,0,0,12,1090,6.5,6,1,치킨,,
USR06799,4800,3400,1400,1,4800,0,0,0,0,1,검토 중,8600,11,36,원리금균등상환,0,0,280,510,주거 이전,600,30,없음,0,0,0,0,60,390,5.5,24,1,피자,,
USR06800,7100,5700,1400,1,7100,1,1300,0,0,0,대출 계획 없음,0,0,0,해당 없음,21800,640,460,190,기타,9800,36,없음,0,0,1,2550,60,1060,0,12,1,한식,,
USR06803,9200,7500,1700,1,9200,1,3500,0,0,1,승인 완료,2300,8.3,48,원금균등상환,14100,200,520,360,출산·육아,9500,30,교육,500,36,0,0,36,1030,4.5,12,1,교육 (교과),,
USR06805,1000,800,200,1,1000,1,2000,1,7400,1,검토 중,13100,10.27,60,만기일시상환,16900,180,340,770,없음,0,0,없음,0,0,0,0,12,720,0,12,1,기타 교육,,
USR06806,26100,22000,4100,1,26100,0,0,0,0,1,검토 중,12300,4.79,120,원리금균등상환,19600,200,240,0,없음,0,0,없음,0,0,0,0,12,1020,2.5,12,1,기타 서비스,,
USR06808,6000,4200,1800,1,6000,1,3800,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,460,840,가족 지원,900,18,없음,0,0,0,0,12,1160,5.5,12,2,기타 외식,치킨,
USR06814,3900,3400,500,1,3900,0,0,0,0,1,검토 중,5200,3.68,48,원리금균등상환,0,0,350,320,없음,0,0,없음,0,0,0,0,12,1070,6.5,12,1,스포츠 관련,,
USR06828,11100,8500,2600,1,11100,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,590,510,차량 구입,7100,12,없음,0,0,0,0,36,1210,5,12,1,임대,,
USR06830,6400,4900,1500,1,6400,1,1700,0,0,1,사전 상담 완료,12700,7.44,48,만기일시상환,6200,60,230,0,없음,0,0,없음,0,0,0,0,36,1360,2.5,12,1,제과제빵,,
USR06831,6900,5000,1900,1,6900,0,0,1,2800,0,대출 계획 없음,0,0,0,해당 없음,2000,30,600,0,없음,0,0,없음,0,0,0,0,24,710,0,24,2,주점,분식,
USR06832,4000,3300,700,1,4000,0,0,0,0,1,검토 중,13100,4.65,60,원리금균등상환,0,0,390,190,없음,0,0,없음,0,0,0,0,24,1000,0,3,1,중식,,
USR06833,1400,1200,200,1,1400,1,1900,0,0,1,검토 중,8200,8.18,12,원리금균등상환,0,0,480,330,출산·육아,5400,6,없음,0,0,2,3470,12,1160,5.5,24,1,치킨,,
USR06837,1800,1400,400,1,1800,0,0,0,0,1,사전 상담 완료,11500,7.95,12,만기일시상환,0,0,420,860,주거 이전,9900,6,없음,0,0,0,0,12,1060,4.5,24,2,피자,기타도소매,
USR06838,3700,2900,800,1,3700,0,0,1,4100,1,검토 중,4200,10.17,48,만기일시상환,0,0,580,900,없음,0,0,없음,0,0,0,0,12,710,4.5,24,1,한식,,
USR06841,4300,3300,1000,1,4300,1,3000,0,0,1,검토 중,7000,3.4,84,원리금균등상환,0,0,540,380,없음,0,0,없음,0,0,0,0,12,930,5.5,12,1,교육 (교과),,
USR06844,9800,7700,2100,1,9800,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,430,640,없음,0,0,없음,0,0,0,0,60,430,0,6,2,기타 서비스,중식,
USR06846,6100,4500,1600,1,6100,1,2300,0,0,0,대출 계획 없음,0,0,0,해당 없음,16600,220,450,580,없음,0,0,없음,0,0,0,0,60,1130,0,12,2,기타 외식,자동차 관련,
USR06852,6300,5300,1000,1,6300,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,24900,790,240,540,없음,0,0,없음,0,0,0,0,24,630,2,36,2,스포츠 관련,커피,
USR07005,2900,2000,900,1,2900,0,0,0,0,1,검토 중,5500,10.35,24,만기일시상환,22300,500,300,520,차량 구입,4400,6,교육,4200,12,0,0,24,1150,2.5,24,2,아이스크림/빙수 ,기타도소매,
USR07879,700,500,200,1,700,0,0,0,0,1,검토 중,2300,11.14,120,원금균등상환,0,0,330,620,기타,4500,30,결혼,7100,24,0,0,60,1370,1.5,3,2,아이스크림/빙수 ,기타도소매,
USR08069,4200,3400,800,1,4200,0,0,0,0,1,사전 상담 완료,12900,8.36,60,원금균등상환,0,0,460,0,없음,0,0,없음,0,0,0,0,120,740,6,12,2,아이스크림/빙수 ,기타도소매,
USR08335,4400,3800,600,1,4400,0,0,0,0,1,검토 중,5000,9.49,120,만기일시상환,4800,90,200,760,가족 지원,3900,24,없음,0,0,0,0,60,1490,0,6,3,아이스크림/빙수 ,기타도소매,임대
USR09019,2200,1800,400,1,2200,1,2500,0,0,1,승인 완료,5700,6.41,60,만기일시상환,0,0,210,780,없음,0,0,없음,0,0,0,0,6,1330,7,12,2,아이스크림/빙수 ,기타도소매,
